Some weights of the model checkpoint at bert-base-cased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-cased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
EPOCH 0
--------------
Step[25] | Loss at layer 0[0.6978839635848999] | Lr[5e-05]
Step[100] | Loss at layer 6[0.6856916546821594] | Lr[5e-05]
Step[100] | Loss at layer 7[0.6917957663536072] | Lr[5e-05]
Step[100] | Loss at layer 8[0.6877645254135132] | Lr[5e-05]
Step[100] | Loss at layer 9[0.6785613894462585] | Lr[5e-05]
Step[100] | Loss at layer 10[0.6767387390136719] | Lr[5e-05]
Step[100] | Loss at layer 11[0.6309695839881897] | Lr[5e-05]
Step[100] | Loss at layer 12[0.6726417541503906] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[125] | Loss at layer 0[0.6939964890480042] | Lr[5e-05]
Step[125] | Loss at layer 1[0.6923869252204895] | Lr[5e-05]
Step[125] | Loss at layer 2[0.6933870315551758] | Lr[5e-05]
Step[125] | Loss at layer 3[0.681164026260376] | Lr[5e-05]
Step[125] | Loss at layer 4[0.6930115222930908] | Lr[5e-05]
Step[125] | Loss at layer 5[0.6783460974693298] | Lr[5e-05]
Step[125] | Loss at layer 6[0.6874212622642517] | Lr[5e-05]
Step[125] | Loss at layer 7[0.693350613117218] | Lr[5e-05]
Step[125] | Loss at layer 8[0.6864790320396423] | Lr[5e-05]
Step[125] | Loss at layer 9[0.677250325679779] | Lr[5e-05]
Step[125] | Loss at layer 10[0.6602434515953064] | Lr[5e-05]
Step[125] | Loss at layer 11[0.6250986456871033] | Lr[5e-05]
Step[125] | Loss at layer 12[0.6617194414138794] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[150] | Loss at layer 0[0.6914730072021484] | Lr[5e-05]
Step[150] | Loss at layer 1[0.690607488155365] | Lr[5e-05]
Step[150] | Loss at layer 2[0.6912572383880615] | Lr[5e-05]
Step[150] | Loss at layer 3[0.6805389523506165] | Lr[5e-05]
Step[150] | Loss at layer 4[0.6914094686508179] | Lr[5e-05]
Step[150] | Loss at layer 5[0.6716508865356445] | Lr[5e-05]
Step[150] | Loss at layer 6[0.6762199401855469] | Lr[5e-05]
Step[150] | Loss at layer 7[0.6892013549804688] | Lr[5e-05]
Step[150] | Loss at layer 8[0.681830108165741] | Lr[5e-05]
Step[150] | Loss at layer 9[0.6650169491767883] | Lr[5e-05]
Step[150] | Loss at layer 10[0.6608639359474182] | Lr[5e-05]
Step[150] | Loss at layer 11[0.6079733371734619] | Lr[5e-05]
Step[150] | Loss at layer 12[0.6568073630332947] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[175] | Loss at layer 0[0.6882205605506897] | Lr[5e-05]
Step[175] | Loss at layer 1[0.6868123412132263] | Lr[5e-05]
Step[175] | Loss at layer 2[0.6869306564331055] | Lr[5e-05]
Step[175] | Loss at layer 3[0.6735943555831909] | Lr[5e-05]
Step[175] | Loss at layer 4[0.685512900352478] | Lr[5e-05]
Step[175] | Loss at layer 5[0.6644625663757324] | Lr[5e-05]
Step[175] | Loss at layer 6[0.6768743991851807] | Lr[5e-05]
Step[175] | Loss at layer 7[0.6803022623062134] | Lr[5e-05]
Step[175] | Loss at layer 8[0.6758297681808472] | Lr[5e-05]
Step[175] | Loss at layer 9[0.6656832695007324] | Lr[5e-05]
Step[175] | Loss at layer 10[0.6478942036628723] | Lr[5e-05]
Step[175] | Loss at layer 11[0.5847650170326233] | Lr[5e-05]
Step[175] | Loss at layer 12[0.6467797756195068] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[200] | Loss at layer 0[0.6979586482048035] | Lr[5e-05]
Step[200] | Loss at layer 1[0.6958825588226318] | Lr[5e-05]
Step[200] | Loss at layer 2[0.696751058101654] | Lr[5e-05]
Step[200] | Loss at layer 3[0.6820831298828125] | Lr[5e-05]
Step[200] | Loss at layer 4[0.6934490203857422] | Lr[5e-05]
Step[200] | Loss at layer 5[0.671497642993927] | Lr[5e-05]
Step[200] | Loss at layer 6[0.6841819882392883] | Lr[5e-05]
Step[200] | Loss at layer 7[0.6849755048751831] | Lr[5e-05]
Step[200] | Loss at layer 8[0.6793201565742493] | Lr[5e-05]
Step[200] | Loss at layer 9[0.6750916242599487] | Lr[5e-05]
Step[200] | Loss at layer 10[0.6415005922317505] | Lr[5e-05]
Step[200] | Loss at layer 11[0.594419538974762] | Lr[5e-05]
Step[200] | Loss at layer 12[0.6447572112083435] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[225] | Loss at layer 0[0.6941825747489929] | Lr[5e-05]
Step[225] | Loss at layer 1[0.6929252743721008] | Lr[5e-05]
Step[225] | Loss at layer 2[0.6914269924163818] | Lr[5e-05]
Step[225] | Loss at layer 3[0.6752369403839111] | Lr[5e-05]
Step[225] | Loss at layer 4[0.6914965510368347] | Lr[5e-05]
Step[225] | Loss at layer 5[0.670010507106781] | Lr[5e-05]
Step[225] | Loss at layer 6[0.6755057573318481] | Lr[5e-05]
Step[225] | Loss at layer 7[0.67942875623703] | Lr[5e-05]
Step[225] | Loss at layer 8[0.6767607927322388] | Lr[5e-05]
Step[225] | Loss at layer 9[0.6644251942634583] | Lr[5e-05]
Step[225] | Loss at layer 10[0.6524040102958679] | Lr[5e-05]
Step[225] | Loss at layer 11[0.5855201482772827] | Lr[5e-05]
Step[225] | Loss at layer 12[0.6405028104782104] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[250] | Loss at layer 0[0.6916049718856812] | Lr[5e-05]
Step[250] | Loss at layer 1[0.6896069049835205] | Lr[5e-05]
Step[250] | Loss at layer 2[0.6885526180267334] | Lr[5e-05]
Step[250] | Loss at layer 3[0.6763052344322205] | Lr[5e-05]
Step[250] | Loss at layer 4[0.6847167611122131] | Lr[5e-05]
Step[250] | Loss at layer 5[0.6624354124069214] | Lr[5e-05]
Step[250] | Loss at layer 6[0.6725349426269531] | Lr[5e-05]
Step[250] | Loss at layer 7[0.6751300692558289] | Lr[5e-05]
Step[250] | Loss at layer 8[0.6753286719322205] | Lr[5e-05]
Step[250] | Loss at layer 9[0.6601856350898743] | Lr[5e-05]
Step[250] | Loss at layer 10[0.6309213042259216] | Lr[5e-05]
Step[250] | Loss at layer 11[0.5715824365615845] | Lr[5e-05]
Step[250] | Loss at layer 12[0.6293106079101562] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[275] | Loss at layer 0[0.6916033029556274] | Lr[5e-05]
Step[275] | Loss at layer 1[0.6889322996139526] | Lr[5e-05]
Step[275] | Loss at layer 2[0.6875651478767395] | Lr[5e-05]
Step[275] | Loss at layer 3[0.6690971851348877] | Lr[5e-05]
Step[275] | Loss at layer 4[0.6810617446899414] | Lr[5e-05]
Step[275] | Loss at layer 5[0.6599361896514893] | Lr[5e-05]
Step[275] | Loss at layer 6[0.6682944893836975] | Lr[5e-05]
Step[275] | Loss at layer 7[0.6717797517776489] | Lr[5e-05]
Step[275] | Loss at layer 8[0.6710020303726196] | Lr[5e-05]
Step[275] | Loss at layer 9[0.6560434103012085] | Lr[5e-05]
Step[275] | Loss at layer 10[0.6317631006240845] | Lr[5e-05]
Step[275] | Loss at layer 11[0.5654813051223755] | Lr[5e-05]
Step[275] | Loss at layer 12[0.6225951910018921] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[300] | Loss at layer 0[0.6969414949417114] | Lr[5e-05]
Step[300] | Loss at layer 1[0.6924165487289429] | Lr[5e-05]
Step[300] | Loss at layer 2[0.69114750623703] | Lr[5e-05]
Step[300] | Loss at layer 3[0.6724982261657715] | Lr[5e-05]
Step[300] | Loss at layer 4[0.6816608905792236] | Lr[5e-05]
Step[300] | Loss at layer 5[0.6606265306472778] | Lr[5e-05]
Step[300] | Loss at layer 6[0.6665672063827515] | Lr[5e-05]
Step[300] | Loss at layer 7[0.6683396697044373] | Lr[5e-05]
Step[300] | Loss at layer 8[0.666416585445404] | Lr[5e-05]
Step[300] | Loss at layer 9[0.6460062265396118] | Lr[5e-05]
Step[300] | Loss at layer 10[0.6363352537155151] | Lr[5e-05]
Step[300] | Loss at layer 11[0.5412447452545166] | Lr[5e-05]
Step[300] | Loss at layer 12[0.6146541237831116] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[325] | Loss at layer 0[0.6931817531585693] | Lr[5e-05]
Step[325] | Loss at layer 1[0.6887338757514954] | Lr[5e-05]
Step[325] | Loss at layer 2[0.6867420673370361] | Lr[5e-05]
Step[325] | Loss at layer 3[0.6714074611663818] | Lr[5e-05]
Step[325] | Loss at layer 4[0.6810811758041382] | Lr[5e-05]
Step[325] | Loss at layer 5[0.6566385626792908] | Lr[5e-05]
Step[325] | Loss at layer 6[0.6689892411231995] | Lr[5e-05]
Step[325] | Loss at layer 7[0.6706246733665466] | Lr[5e-05]
Step[325] | Loss at layer 8[0.668212890625] | Lr[5e-05]
Step[325] | Loss at layer 9[0.6503997445106506] | Lr[5e-05]
Step[325] | Loss at layer 10[0.6114620566368103] | Lr[5e-05]
Step[325] | Loss at layer 11[0.533168613910675] | Lr[5e-05]
Step[325] | Loss at layer 12[0.6035166382789612] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[350] | Loss at layer 0[0.6924798488616943] | Lr[5e-05]
Step[350] | Loss at layer 1[0.6891283988952637] | Lr[5e-05]
Step[350] | Loss at layer 2[0.6856977939605713] | Lr[5e-05]
Step[350] | Loss at layer 3[0.6652997732162476] | Lr[5e-05]
Step[350] | Loss at layer 4[0.6735436916351318] | Lr[5e-05]
Step[350] | Loss at layer 5[0.6428967118263245] | Lr[5e-05]
Step[350] | Loss at layer 6[0.6578119397163391] | Lr[5e-05]
Step[350] | Loss at layer 7[0.6592869162559509] | Lr[5e-05]
Step[350] | Loss at layer 8[0.657600462436676] | Lr[5e-05]
Step[350] | Loss at layer 9[0.6414797902107239] | Lr[5e-05]
Step[350] | Loss at layer 10[0.6106425523757935] | Lr[5e-05]
Step[350] | Loss at layer 11[0.5319981575012207] | Lr[5e-05]
Step[350] | Loss at layer 12[0.599949061870575] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[375] | Loss at layer 0[0.6908615231513977] | Lr[5e-05]
Step[375] | Loss at layer 1[0.6871280670166016] | Lr[5e-05]
Step[375] | Loss at layer 2[0.6838754415512085] | Lr[5e-05]
Step[375] | Loss at layer 3[0.6621792316436768] | Lr[5e-05]
Step[375] | Loss at layer 4[0.6699226498603821] | Lr[5e-05]
Step[375] | Loss at layer 5[0.6399363875389099] | Lr[5e-05]
Step[375] | Loss at layer 6[0.6563352942466736] | Lr[5e-05]
Step[375] | Loss at layer 7[0.6598745584487915] | Lr[5e-05]
Step[375] | Loss at layer 8[0.6522510647773743] | Lr[5e-05]
Step[375] | Loss at layer 9[0.6332675218582153] | Lr[5e-05]
Step[375] | Loss at layer 10[0.6018769145011902] | Lr[5e-05]
Step[375] | Loss at layer 11[0.51999431848526] | Lr[5e-05]
Step[375] | Loss at layer 12[0.588189959526062] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[400] | Loss at layer 0[0.6974596381187439] | Lr[5e-05]
Step[400] | Loss at layer 1[0.6928292512893677] | Lr[5e-05]
Step[400] | Loss at layer 2[0.6902986764907837] | Lr[5e-05]
Step[400] | Loss at layer 3[0.6673295497894287] | Lr[5e-05]
Step[400] | Loss at layer 4[0.670699954032898] | Lr[5e-05]
Step[400] | Loss at layer 5[0.6437846422195435] | Lr[5e-05]
Step[400] | Loss at layer 6[0.6591334342956543] | Lr[5e-05]
Step[400] | Loss at layer 7[0.6591825485229492] | Lr[5e-05]
Step[400] | Loss at layer 8[0.6536883115768433] | Lr[5e-05]
Step[400] | Loss at layer 9[0.6395896077156067] | Lr[5e-05]
Step[400] | Loss at layer 10[0.5977996587753296] | Lr[5e-05]
Step[400] | Loss at layer 11[0.5173460245132446] | Lr[5e-05]
Step[400] | Loss at layer 12[0.5821088552474976] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[425] | Loss at layer 0[0.6934736371040344] | Lr[5e-05]
Step[425] | Loss at layer 1[0.6892000436782837] | Lr[5e-05]
Step[425] | Loss at layer 2[0.6845742464065552] | Lr[5e-05]
Step[425] | Loss at layer 3[0.6607564687728882] | Lr[5e-05]
Step[425] | Loss at layer 4[0.6659562587738037] | Lr[5e-05]
Step[425] | Loss at layer 5[0.6445653438568115] | Lr[5e-05]
Step[425] | Loss at layer 6[0.6509277820587158] | Lr[5e-05]
Step[425] | Loss at layer 7[0.6528708338737488] | Lr[5e-05]
Step[425] | Loss at layer 8[0.6547571420669556] | Lr[5e-05]
Step[425] | Loss at layer 9[0.6330456137657166] | Lr[5e-05]
Step[425] | Loss at layer 10[0.5942288637161255] | Lr[5e-05]
Step[425] | Loss at layer 11[0.5021811723709106] | Lr[5e-05]
Step[425] | Loss at layer 12[0.5820027589797974] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[450] | Loss at layer 0[0.6929963827133179] | Lr[5e-05]
Step[450] | Loss at layer 1[0.6891220211982727] | Lr[5e-05]
Step[450] | Loss at layer 2[0.6851858496665955] | Lr[5e-05]
Step[450] | Loss at layer 3[0.6626498103141785] | Lr[5e-05]
Step[450] | Loss at layer 4[0.6646677255630493] | Lr[5e-05]
Step[450] | Loss at layer 5[0.6358033418655396] | Lr[5e-05]
Step[450] | Loss at layer 6[0.6543547511100769] | Lr[5e-05]
Step[450] | Loss at layer 7[0.6552814245223999] | Lr[5e-05]
Step[450] | Loss at layer 8[0.6543560028076172] | Lr[5e-05]
Step[450] | Loss at layer 9[0.635214626789093] | Lr[5e-05]
Step[450] | Loss at layer 10[0.5939967036247253] | Lr[5e-05]
Step[450] | Loss at layer 11[0.5246240496635437] | Lr[5e-05]
Step[450] | Loss at layer 12[0.5813958048820496] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[475] | Loss at layer 0[0.6944155097007751] | Lr[5e-05]
Step[475] | Loss at layer 1[0.6913995742797852] | Lr[5e-05]
Step[475] | Loss at layer 2[0.6854393482208252] | Lr[5e-05]
Step[475] | Loss at layer 3[0.6613410711288452] | Lr[5e-05]
Step[475] | Loss at layer 4[0.6641573905944824] | Lr[5e-05]
Step[475] | Loss at layer 5[0.6388524770736694] | Lr[5e-05]
Step[475] | Loss at layer 6[0.6542367935180664] | Lr[5e-05]
Step[475] | Loss at layer 7[0.6486863493919373] | Lr[5e-05]
Step[475] | Loss at layer 8[0.6538048386573792] | Lr[5e-05]
Step[475] | Loss at layer 9[0.6306502223014832] | Lr[5e-05]
Step[475] | Loss at layer 10[0.576966404914856] | Lr[5e-05]
Step[475] | Loss at layer 11[0.4881165623664856] | Lr[5e-05]
Step[475] | Loss at layer 12[0.5666553974151611] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[500] | Loss at layer 0[0.6937451958656311] | Lr[5e-05]
Step[500] | Loss at layer 1[0.6879281997680664] | Lr[5e-05]
Step[500] | Loss at layer 2[0.6828292012214661] | Lr[5e-05]
Step[500] | Loss at layer 3[0.6564908623695374] | Lr[5e-05]
Step[500] | Loss at layer 4[0.6596769094467163] | Lr[5e-05]
Step[500] | Loss at layer 5[0.6314911246299744] | Lr[5e-05]
Step[500] | Loss at layer 6[0.6464537382125854] | Lr[5e-05]
Step[500] | Loss at layer 7[0.6462597250938416] | Lr[5e-05]
Step[500] | Loss at layer 8[0.6466043591499329] | Lr[5e-05]
Step[500] | Loss at layer 9[0.6223150491714478] | Lr[5e-05]
Step[500] | Loss at layer 10[0.572331964969635] | Lr[5e-05]
Step[500] | Loss at layer 11[0.49356189370155334] | Lr[5e-05]
Step[500] | Loss at layer 12[0.5648675560951233] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[525] | Loss at layer 0[0.6950758099555969] | Lr[5e-05]
Step[525] | Loss at layer 1[0.6897776126861572] | Lr[5e-05]
Step[525] | Loss at layer 2[0.683776319026947] | Lr[5e-05]
Step[525] | Loss at layer 3[0.6592745780944824] | Lr[5e-05]
Step[525] | Loss at layer 4[0.6627453565597534] | Lr[5e-05]
Step[525] | Loss at layer 5[0.6336178183555603] | Lr[5e-05]
Step[525] | Loss at layer 6[0.6529134511947632] | Lr[5e-05]
Step[525] | Loss at layer 7[0.6493026614189148] | Lr[5e-05]
Step[525] | Loss at layer 8[0.6514212489128113] | Lr[5e-05]
Step[525] | Loss at layer 9[0.6328375339508057] | Lr[5e-05]
Step[525] | Loss at layer 10[0.5864114761352539] | Lr[5e-05]
Step[525] | Loss at layer 11[0.5026590824127197] | Lr[5e-05]
Step[525] | Loss at layer 12[0.57161545753479] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[550] | Loss at layer 0[0.693551778793335] | Lr[5e-05]
Step[550] | Loss at layer 1[0.6878834366798401] | Lr[5e-05]
Step[550] | Loss at layer 2[0.6819394826889038] | Lr[5e-05]
Step[550] | Loss at layer 3[0.6543222665786743] | Lr[5e-05]
Step[550] | Loss at layer 4[0.6479576230049133] | Lr[5e-05]
Step[550] | Loss at layer 5[0.6215634942054749] | Lr[5e-05]
Step[550] | Loss at layer 6[0.6367108821868896] | Lr[5e-05]
Step[550] | Loss at layer 7[0.6433665156364441] | Lr[5e-05]
Step[550] | Loss at layer 8[0.6360275149345398] | Lr[5e-05]
Step[550] | Loss at layer 9[0.6156386733055115] | Lr[5e-05]
Step[550] | Loss at layer 10[0.5708882212638855] | Lr[5e-05]
Step[550] | Loss at layer 11[0.4995327293872833] | Lr[5e-05]
Step[550] | Loss at layer 12[0.5636951923370361] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[575] | Loss at layer 0[0.6948861479759216] | Lr[5e-05]
Step[575] | Loss at layer 1[0.6896501779556274] | Lr[5e-05]
Step[575] | Loss at layer 2[0.6814820170402527] | Lr[5e-05]
Step[575] | Loss at layer 3[0.6601662039756775] | Lr[5e-05]
Step[575] | Loss at layer 4[0.6572838425636292] | Lr[5e-05]
Step[575] | Loss at layer 5[0.637489378452301] | Lr[5e-05]
Step[575] | Loss at layer 6[0.6543675661087036] | Lr[5e-05]
Step[575] | Loss at layer 7[0.6513604521751404] | Lr[5e-05]
Step[575] | Loss at layer 8[0.6516035795211792] | Lr[5e-05]
Step[575] | Loss at layer 9[0.6312004923820496] | Lr[5e-05]
Step[575] | Loss at layer 10[0.5643300414085388] | Lr[5e-05]
Step[575] | Loss at layer 11[0.4911210834980011] | Lr[5e-05]
Step[575] | Loss at layer 12[0.5601574182510376] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[600] | Loss at layer 0[0.6918303370475769] | Lr[5e-05]
Step[600] | Loss at layer 1[0.687245786190033] | Lr[5e-05]
Step[600] | Loss at layer 2[0.6801182627677917] | Lr[5e-05]
Step[600] | Loss at layer 3[0.6539819240570068] | Lr[5e-05]
Step[600] | Loss at layer 4[0.6551705598831177] | Lr[5e-05]
Step[600] | Loss at layer 5[0.6294758915901184] | Lr[5e-05]
Step[600] | Loss at layer 6[0.6411585211753845] | Lr[5e-05]
Step[600] | Loss at layer 7[0.6415504813194275] | Lr[5e-05]
Step[600] | Loss at layer 8[0.6449478268623352] | Lr[5e-05]
Step[600] | Loss at layer 9[0.621627926826477] | Lr[5e-05]
Step[600] | Loss at layer 10[0.5730648636817932] | Lr[5e-05]
Step[600] | Loss at layer 11[0.4993699789047241] | Lr[5e-05]
Step[600] | Loss at layer 12[0.5597289204597473] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[625] | Loss at layer 0[0.694987416267395] | Lr[5e-05]
Step[625] | Loss at layer 1[0.6895913481712341] | Lr[5e-05]
Step[625] | Loss at layer 2[0.6817610263824463] | Lr[5e-05]
Step[625] | Loss at layer 3[0.6568265557289124] | Lr[5e-05]
Step[625] | Loss at layer 4[0.6537981033325195] | Lr[5e-05]
Step[625] | Loss at layer 5[0.6241204142570496] | Lr[5e-05]
Step[625] | Loss at layer 6[0.6404326558113098] | Lr[5e-05]
Step[625] | Loss at layer 7[0.6399362087249756] | Lr[5e-05]
Step[625] | Loss at layer 8[0.6411212682723999] | Lr[5e-05]
Step[625] | Loss at layer 9[0.6197943091392517] | Lr[5e-05]
Step[625] | Loss at layer 10[0.5694006681442261] | Lr[5e-05]
Step[625] | Loss at layer 11[0.49453824758529663] | Lr[5e-05]
Step[625] | Loss at layer 12[0.5622439384460449] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[650] | Loss at layer 0[0.6936762928962708] | Lr[5e-05]
Step[650] | Loss at layer 1[0.6877962946891785] | Lr[5e-05]
Step[650] | Loss at layer 2[0.6805537939071655] | Lr[5e-05]
Step[650] | Loss at layer 3[0.6508002877235413] | Lr[5e-05]
Step[650] | Loss at layer 4[0.645415186882019] | Lr[5e-05]
Step[650] | Loss at layer 5[0.6170040965080261] | Lr[5e-05]
Step[650] | Loss at layer 6[0.6338661909103394] | Lr[5e-05]
Step[650] | Loss at layer 7[0.6314917206764221] | Lr[5e-05]
Step[650] | Loss at layer 8[0.628783643245697] | Lr[5e-05]
Step[650] | Loss at layer 9[0.6095395684242249] | Lr[5e-05]
Step[650] | Loss at layer 10[0.5496794581413269] | Lr[5e-05]
Step[650] | Loss at layer 11[0.4599282443523407] | Lr[5e-05]
Step[650] | Loss at layer 12[0.5395702123641968] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[675] | Loss at layer 0[0.6951798796653748] | Lr[5e-05]
Step[675] | Loss at layer 1[0.6876828074455261] | Lr[5e-05]
Step[675] | Loss at layer 2[0.6802296042442322] | Lr[5e-05]
Step[675] | Loss at layer 3[0.6505836248397827] | Lr[5e-05]
Step[675] | Loss at layer 4[0.6425497531890869] | Lr[5e-05]
Step[675] | Loss at layer 5[0.6193549036979675] | Lr[5e-05]
Step[675] | Loss at layer 6[0.6378605365753174] | Lr[5e-05]
Step[675] | Loss at layer 7[0.6340786218643188] | Lr[5e-05]
Step[675] | Loss at layer 8[0.6356314420700073] | Lr[5e-05]
Step[675] | Loss at layer 9[0.6088811159133911] | Lr[5e-05]
Step[675] | Loss at layer 10[0.5448694825172424] | Lr[5e-05]
Step[675] | Loss at layer 11[0.4614577293395996] | Lr[5e-05]
Step[675] | Loss at layer 12[0.5376065969467163] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[700] | Loss at layer 0[0.6926182508468628] | Lr[5e-05]
Step[700] | Loss at layer 1[0.6882036924362183] | Lr[5e-05]
Step[700] | Loss at layer 2[0.6785989999771118] | Lr[5e-05]
Step[700] | Loss at layer 3[0.6478337645530701] | Lr[5e-05]
Step[700] | Loss at layer 4[0.6390045881271362] | Lr[5e-05]
Step[700] | Loss at layer 5[0.611122190952301] | Lr[5e-05]
Step[700] | Loss at layer 6[0.6348246932029724] | Lr[5e-05]
Step[700] | Loss at layer 7[0.6331337690353394] | Lr[5e-05]
Step[700] | Loss at layer 8[0.6303343176841736] | Lr[5e-05]
Step[700] | Loss at layer 9[0.6038814187049866] | Lr[5e-05]
