Some weights of GPT2ForSequenceClassification were not initialized from the model checkpoint at gpt2 and are newly initialized: ['score.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
EPOCH 0
--------------
Step[25] | Loss at layer 0[0.69435715675354] | Lr[5e-05]
Step[75] | Loss at layer 3[0.6946011185646057] | Lr[5e-05]
Step[75] | Loss at layer 4[0.6807147860527039] | Lr[5e-05]
Step[75] | Loss at layer 5[0.6930533647537231] | Lr[5e-05]
Step[75] | Loss at layer 6[0.6869745254516602] | Lr[5e-05]
Step[75] | Loss at layer 7[0.7338691353797913] | Lr[5e-05]
Step[75] | Loss at layer 8[0.7686342597007751] | Lr[5e-05]
Step[75] | Loss at layer 9[0.8757608532905579] | Lr[5e-05]
Step[75] | Loss at layer 10[0.8723640441894531] | Lr[5e-05]
Step[75] | Loss at layer 11[1.0132787227630615] | Lr[5e-05]
Step[75] | Loss at layer 12[0.7126021385192871] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[100] | Loss at layer 0[0.6902671456336975] | Lr[5e-05]
Step[100] | Loss at layer 1[0.6991098523139954] | Lr[5e-05]
Step[100] | Loss at layer 2[0.7148920297622681] | Lr[5e-05]
Step[100] | Loss at layer 3[0.6814203262329102] | Lr[5e-05]
Step[100] | Loss at layer 4[0.6856768727302551] | Lr[5e-05]
Step[100] | Loss at layer 5[0.6930065155029297] | Lr[5e-05]
Step[100] | Loss at layer 6[0.6909534931182861] | Lr[5e-05]
Step[100] | Loss at layer 7[0.7531545758247375] | Lr[5e-05]
Step[100] | Loss at layer 8[0.7611799240112305] | Lr[5e-05]
Step[100] | Loss at layer 9[0.885943591594696] | Lr[5e-05]
Step[100] | Loss at layer 10[0.8724285960197449] | Lr[5e-05]
Step[100] | Loss at layer 11[1.0078305006027222] | Lr[5e-05]
Step[100] | Loss at layer 12[0.6941202878952026] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[125] | Loss at layer 0[0.6870629787445068] | Lr[5e-05]
Step[125] | Loss at layer 1[0.6931111216545105] | Lr[5e-05]
Step[125] | Loss at layer 2[0.7050433158874512] | Lr[5e-05]
Step[125] | Loss at layer 3[0.6771763563156128] | Lr[5e-05]
Step[125] | Loss at layer 4[0.6729132533073425] | Lr[5e-05]
Step[125] | Loss at layer 5[0.6996374130249023] | Lr[5e-05]
Step[125] | Loss at layer 6[0.6644527316093445] | Lr[5e-05]
Step[125] | Loss at layer 7[0.7350762486457825] | Lr[5e-05]
Step[125] | Loss at layer 8[0.7662304639816284] | Lr[5e-05]
Step[125] | Loss at layer 9[0.7986218929290771] | Lr[5e-05]
Step[125] | Loss at layer 10[0.789963960647583] | Lr[5e-05]
Step[125] | Loss at layer 11[0.9584880471229553] | Lr[5e-05]
Step[125] | Loss at layer 12[0.6954262256622314] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[150] | Loss at layer 0[0.6838417649269104] | Lr[5e-05]
Step[150] | Loss at layer 1[0.6530918478965759] | Lr[5e-05]
Step[150] | Loss at layer 2[0.6972491145133972] | Lr[5e-05]
Step[150] | Loss at layer 3[0.6709325313568115] | Lr[5e-05]
Step[150] | Loss at layer 4[0.6475662589073181] | Lr[5e-05]
Step[150] | Loss at layer 5[0.6560260057449341] | Lr[5e-05]
Step[150] | Loss at layer 6[0.6649747490882874] | Lr[5e-05]
Step[150] | Loss at layer 7[0.7239941954612732] | Lr[5e-05]
Step[150] | Loss at layer 8[0.7477986216545105] | Lr[5e-05]
Step[150] | Loss at layer 9[0.7459349036216736] | Lr[5e-05]
Step[150] | Loss at layer 10[0.8868112564086914] | Lr[5e-05]
Step[150] | Loss at layer 11[0.8720513582229614] | Lr[5e-05]
Step[150] | Loss at layer 12[0.6708658337593079] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[175] | Loss at layer 0[0.684605598449707] | Lr[5e-05]
Step[175] | Loss at layer 1[0.6767417192459106] | Lr[5e-05]
Step[175] | Loss at layer 2[0.6824256181716919] | Lr[5e-05]
Step[175] | Loss at layer 3[0.6744734048843384] | Lr[5e-05]
Step[175] | Loss at layer 4[0.6539686322212219] | Lr[5e-05]
Step[175] | Loss at layer 5[0.693889319896698] | Lr[5e-05]
Step[175] | Loss at layer 6[0.6376602649688721] | Lr[5e-05]
Step[175] | Loss at layer 7[0.6615066528320312] | Lr[5e-05]
Step[175] | Loss at layer 8[0.6445953845977783] | Lr[5e-05]
Step[175] | Loss at layer 9[0.7426627278327942] | Lr[5e-05]
Step[175] | Loss at layer 10[0.7424650192260742] | Lr[5e-05]
Step[175] | Loss at layer 11[0.6890747547149658] | Lr[5e-05]
Step[175] | Loss at layer 12[0.6681339144706726] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[200] | Loss at layer 0[0.6839558482170105] | Lr[5e-05]
Step[200] | Loss at layer 1[0.669031023979187] | Lr[5e-05]
Step[200] | Loss at layer 2[0.6882227659225464] | Lr[5e-05]
Step[200] | Loss at layer 3[0.6603989005088806] | Lr[5e-05]
Step[200] | Loss at layer 4[0.6608700156211853] | Lr[5e-05]
Step[200] | Loss at layer 5[0.6505064368247986] | Lr[5e-05]
Step[200] | Loss at layer 6[0.6371180415153503] | Lr[5e-05]
Step[200] | Loss at layer 7[0.7189362049102783] | Lr[5e-05]
Step[200] | Loss at layer 8[0.6878701448440552] | Lr[5e-05]
Step[200] | Loss at layer 9[0.7068430185317993] | Lr[5e-05]
Step[200] | Loss at layer 10[0.8082706928253174] | Lr[5e-05]
Step[200] | Loss at layer 11[0.7979844212532043] | Lr[5e-05]
Step[200] | Loss at layer 12[0.6635663509368896] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[225] | Loss at layer 0[0.6882324814796448] | Lr[5e-05]
Step[225] | Loss at layer 1[0.679907500743866] | Lr[5e-05]
Step[225] | Loss at layer 2[0.7061288952827454] | Lr[5e-05]
Step[225] | Loss at layer 3[0.6923918724060059] | Lr[5e-05]
Step[225] | Loss at layer 4[0.6866774559020996] | Lr[5e-05]
Step[225] | Loss at layer 5[0.6929607391357422] | Lr[5e-05]
Step[225] | Loss at layer 6[0.6539642810821533] | Lr[5e-05]
Step[225] | Loss at layer 7[0.6803433299064636] | Lr[5e-05]
Step[225] | Loss at layer 8[0.6969299912452698] | Lr[5e-05]
Step[225] | Loss at layer 9[0.7020057439804077] | Lr[5e-05]
Step[225] | Loss at layer 10[0.8093611001968384] | Lr[5e-05]
Step[225] | Loss at layer 11[0.8513100147247314] | Lr[5e-05]
Step[225] | Loss at layer 12[0.6423691511154175] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[250] | Loss at layer 0[0.681152880191803] | Lr[5e-05]
Step[250] | Loss at layer 1[0.6673709750175476] | Lr[5e-05]
Step[250] | Loss at layer 2[0.6811768412590027] | Lr[5e-05]
Step[250] | Loss at layer 3[0.668657660484314] | Lr[5e-05]
Step[250] | Loss at layer 4[0.6524397730827332] | Lr[5e-05]
Step[250] | Loss at layer 5[0.6318708062171936] | Lr[5e-05]
Step[250] | Loss at layer 6[0.6086094975471497] | Lr[5e-05]
Step[250] | Loss at layer 7[0.686249315738678] | Lr[5e-05]
Step[250] | Loss at layer 8[0.713527500629425] | Lr[5e-05]
Step[250] | Loss at layer 9[0.6498048901557922] | Lr[5e-05]
Step[250] | Loss at layer 10[0.6996253728866577] | Lr[5e-05]
Step[250] | Loss at layer 11[0.8652288913726807] | Lr[5e-05]
Step[250] | Loss at layer 12[0.6220424771308899] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[275] | Loss at layer 0[0.6847566366195679] | Lr[5e-05]
Step[275] | Loss at layer 1[0.6695821285247803] | Lr[5e-05]
Step[275] | Loss at layer 2[0.6823885440826416] | Lr[5e-05]
Step[275] | Loss at layer 3[0.6732336282730103] | Lr[5e-05]
Step[275] | Loss at layer 4[0.6477869749069214] | Lr[5e-05]
Step[275] | Loss at layer 5[0.642169177532196] | Lr[5e-05]
Step[275] | Loss at layer 6[0.6261180639266968] | Lr[5e-05]
Step[275] | Loss at layer 7[0.6370032429695129] | Lr[5e-05]
Step[275] | Loss at layer 8[0.6666879057884216] | Lr[5e-05]
Step[275] | Loss at layer 9[0.6643403768539429] | Lr[5e-05]
Step[275] | Loss at layer 10[0.6905978918075562] | Lr[5e-05]
Step[275] | Loss at layer 11[0.7670959830284119] | Lr[5e-05]
Step[275] | Loss at layer 12[0.6144150495529175] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[300] | Loss at layer 0[0.6773523688316345] | Lr[5e-05]
Step[300] | Loss at layer 1[0.6589397192001343] | Lr[5e-05]
Step[300] | Loss at layer 2[0.6589787006378174] | Lr[5e-05]
Step[300] | Loss at layer 3[0.6375468373298645] | Lr[5e-05]
Step[300] | Loss at layer 4[0.6293830871582031] | Lr[5e-05]
Step[300] | Loss at layer 5[0.6226469278335571] | Lr[5e-05]
Step[300] | Loss at layer 6[0.6116207838058472] | Lr[5e-05]
Step[300] | Loss at layer 7[0.6654410362243652] | Lr[5e-05]
Step[300] | Loss at layer 8[0.6529478430747986] | Lr[5e-05]
Step[300] | Loss at layer 9[0.6254266500473022] | Lr[5e-05]
Step[300] | Loss at layer 10[0.6319247484207153] | Lr[5e-05]
Step[300] | Loss at layer 11[0.6858262419700623] | Lr[5e-05]
Step[300] | Loss at layer 12[0.6115961074829102] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[325] | Loss at layer 0[0.68064284324646] | Lr[5e-05]
Step[325] | Loss at layer 1[0.6744719743728638] | Lr[5e-05]
Step[325] | Loss at layer 2[0.6687777638435364] | Lr[5e-05]
Step[325] | Loss at layer 3[0.6659625768661499] | Lr[5e-05]
Step[325] | Loss at layer 4[0.6425425410270691] | Lr[5e-05]
Step[325] | Loss at layer 5[0.6476891040802002] | Lr[5e-05]
Step[325] | Loss at layer 6[0.6228662729263306] | Lr[5e-05]
Step[325] | Loss at layer 7[0.6544862389564514] | Lr[5e-05]
Step[325] | Loss at layer 8[0.6859028339385986] | Lr[5e-05]
Step[325] | Loss at layer 9[0.6466891169548035] | Lr[5e-05]
Step[325] | Loss at layer 10[0.6021445989608765] | Lr[5e-05]
Step[325] | Loss at layer 11[0.6875202059745789] | Lr[5e-05]
Step[325] | Loss at layer 12[0.6198681592941284] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[350] | Loss at layer 0[0.6717060804367065] | Lr[5e-05]
Step[350] | Loss at layer 1[0.6312585473060608] | Lr[5e-05]
Step[350] | Loss at layer 2[0.6545532941818237] | Lr[5e-05]
Step[350] | Loss at layer 3[0.6504625082015991] | Lr[5e-05]
Step[350] | Loss at layer 4[0.6267111301422119] | Lr[5e-05]
Step[350] | Loss at layer 5[0.5993542671203613] | Lr[5e-05]
Step[350] | Loss at layer 6[0.5944857001304626] | Lr[5e-05]
Step[350] | Loss at layer 7[0.5979855060577393] | Lr[5e-05]
Step[350] | Loss at layer 8[0.6413406133651733] | Lr[5e-05]
Step[350] | Loss at layer 9[0.5934807658195496] | Lr[5e-05]
Step[350] | Loss at layer 10[0.5802167654037476] | Lr[5e-05]
Step[350] | Loss at layer 11[0.6366879343986511] | Lr[5e-05]
Step[350] | Loss at layer 12[0.5929895043373108] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[375] | Loss at layer 0[0.6904986500740051] | Lr[5e-05]
Step[375] | Loss at layer 1[0.6700989603996277] | Lr[5e-05]
Step[375] | Loss at layer 2[0.68785560131073] | Lr[5e-05]
Step[375] | Loss at layer 3[0.6746613383293152] | Lr[5e-05]
Step[375] | Loss at layer 4[0.640649676322937] | Lr[5e-05]
Step[375] | Loss at layer 5[0.6531240940093994] | Lr[5e-05]
Step[375] | Loss at layer 6[0.6166296005249023] | Lr[5e-05]
Step[375] | Loss at layer 7[0.6656689047813416] | Lr[5e-05]
Step[375] | Loss at layer 8[0.7139672636985779] | Lr[5e-05]
Step[375] | Loss at layer 9[0.661199688911438] | Lr[5e-05]
Step[375] | Loss at layer 10[0.6168193817138672] | Lr[5e-05]
Step[375] | Loss at layer 11[0.7071105241775513] | Lr[5e-05]
Step[375] | Loss at layer 12[0.6137752532958984] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[400] | Loss at layer 0[0.6806461811065674] | Lr[5e-05]
Step[400] | Loss at layer 1[0.6371505856513977] | Lr[5e-05]
Step[400] | Loss at layer 2[0.661448061466217] | Lr[5e-05]
Step[400] | Loss at layer 3[0.6551264524459839] | Lr[5e-05]
Step[400] | Loss at layer 4[0.6064004898071289] | Lr[5e-05]
Step[400] | Loss at layer 5[0.5929258465766907] | Lr[5e-05]
Step[400] | Loss at layer 6[0.5688747763633728] | Lr[5e-05]
Step[400] | Loss at layer 7[0.6127707958221436] | Lr[5e-05]
Step[400] | Loss at layer 8[0.6222135424613953] | Lr[5e-05]
Step[400] | Loss at layer 9[0.6256465911865234] | Lr[5e-05]
Step[400] | Loss at layer 10[0.5543486475944519] | Lr[5e-05]
Step[400] | Loss at layer 11[0.670247495174408] | Lr[5e-05]
Step[400] | Loss at layer 12[0.5870194435119629] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[425] | Loss at layer 0[0.6771275997161865] | Lr[5e-05]
Step[425] | Loss at layer 1[0.6314605474472046] | Lr[5e-05]
Step[425] | Loss at layer 2[0.6537312865257263] | Lr[5e-05]
Step[425] | Loss at layer 3[0.6391331553459167] | Lr[5e-05]
Step[425] | Loss at layer 4[0.6047713160514832] | Lr[5e-05]
Step[425] | Loss at layer 5[0.5940190553665161] | Lr[5e-05]
Step[425] | Loss at layer 6[0.5520983934402466] | Lr[5e-05]
Step[425] | Loss at layer 7[0.5935290455818176] | Lr[5e-05]
Step[425] | Loss at layer 8[0.624018669128418] | Lr[5e-05]
Step[425] | Loss at layer 9[0.5878484845161438] | Lr[5e-05]
Step[425] | Loss at layer 10[0.575760543346405] | Lr[5e-05]
Step[425] | Loss at layer 11[0.6183043122291565] | Lr[5e-05]
Step[425] | Loss at layer 12[0.5796906352043152] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[450] | Loss at layer 0[0.6758025288581848] | Lr[5e-05]
Step[450] | Loss at layer 1[0.6445149183273315] | Lr[5e-05]
Step[450] | Loss at layer 2[0.670233964920044] | Lr[5e-05]
Step[450] | Loss at layer 3[0.6391955614089966] | Lr[5e-05]
Step[450] | Loss at layer 4[0.6142284274101257] | Lr[5e-05]
Step[450] | Loss at layer 5[0.6082748174667358] | Lr[5e-05]
Step[450] | Loss at layer 6[0.587616503238678] | Lr[5e-05]
Step[450] | Loss at layer 7[0.6054949760437012] | Lr[5e-05]
Step[450] | Loss at layer 8[0.5793586373329163] | Lr[5e-05]
Step[450] | Loss at layer 9[0.5291964411735535] | Lr[5e-05]
Step[450] | Loss at layer 10[0.6288882493972778] | Lr[5e-05]
Step[450] | Loss at layer 11[0.5555945038795471] | Lr[5e-05]
Step[450] | Loss at layer 12[0.5787575840950012] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[475] | Loss at layer 0[0.684809684753418] | Lr[5e-05]
Step[475] | Loss at layer 1[0.6687998175621033] | Lr[5e-05]
Step[475] | Loss at layer 2[0.6830561757087708] | Lr[5e-05]
Step[475] | Loss at layer 3[0.6544013023376465] | Lr[5e-05]
Step[475] | Loss at layer 4[0.6513569355010986] | Lr[5e-05]
Step[475] | Loss at layer 5[0.6200889945030212] | Lr[5e-05]
Step[475] | Loss at layer 6[0.603285014629364] | Lr[5e-05]
Step[475] | Loss at layer 7[0.6014640927314758] | Lr[5e-05]
Step[475] | Loss at layer 8[0.6307125091552734] | Lr[5e-05]
Step[475] | Loss at layer 9[0.5668258666992188] | Lr[5e-05]
Step[475] | Loss at layer 10[0.5923516154289246] | Lr[5e-05]
Step[475] | Loss at layer 11[0.6406225562095642] | Lr[5e-05]
Step[475] | Loss at layer 12[0.5821372270584106] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[500] | Loss at layer 0[0.6839725375175476] | Lr[5e-05]
Step[500] | Loss at layer 1[0.6573262810707092] | Lr[5e-05]
Step[500] | Loss at layer 2[0.6699755191802979] | Lr[5e-05]
Step[500] | Loss at layer 3[0.6609641313552856] | Lr[5e-05]
Step[500] | Loss at layer 4[0.6323717832565308] | Lr[5e-05]
Step[500] | Loss at layer 5[0.624508261680603] | Lr[5e-05]
Step[500] | Loss at layer 6[0.5891100764274597] | Lr[5e-05]
Step[500] | Loss at layer 7[0.6008594036102295] | Lr[5e-05]
Step[500] | Loss at layer 8[0.6269544363021851] | Lr[5e-05]
Step[500] | Loss at layer 9[0.5795403718948364] | Lr[5e-05]
Step[500] | Loss at layer 10[0.610397458076477] | Lr[5e-05]
Step[500] | Loss at layer 11[0.5599832534790039] | Lr[5e-05]
Step[500] | Loss at layer 12[0.5838963389396667] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[525] | Loss at layer 0[0.6856123805046082] | Lr[5e-05]
Step[525] | Loss at layer 1[0.6466083526611328] | Lr[5e-05]
Step[525] | Loss at layer 2[0.6682896018028259] | Lr[5e-05]
Step[525] | Loss at layer 3[0.6562390923500061] | Lr[5e-05]
Step[525] | Loss at layer 4[0.6150487661361694] | Lr[5e-05]
Step[525] | Loss at layer 5[0.6012109518051147] | Lr[5e-05]
Step[525] | Loss at layer 6[0.5874621868133545] | Lr[5e-05]
Step[525] | Loss at layer 7[0.5994923114776611] | Lr[5e-05]
Step[525] | Loss at layer 8[0.6109486818313599] | Lr[5e-05]
Step[525] | Loss at layer 9[0.5928438305854797] | Lr[5e-05]
Step[525] | Loss at layer 10[0.5387147665023804] | Lr[5e-05]
Step[525] | Loss at layer 11[0.5875848531723022] | Lr[5e-05]
Step[525] | Loss at layer 12[0.5604116916656494] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[550] | Loss at layer 0[0.6771475672721863] | Lr[5e-05]
Step[550] | Loss at layer 1[0.6500794887542725] | Lr[5e-05]
Step[550] | Loss at layer 2[0.6502311825752258] | Lr[5e-05]
Step[550] | Loss at layer 3[0.6403458118438721] | Lr[5e-05]
Step[550] | Loss at layer 4[0.6103541851043701] | Lr[5e-05]
Step[550] | Loss at layer 5[0.584304928779602] | Lr[5e-05]
Step[550] | Loss at layer 6[0.5935274958610535] | Lr[5e-05]
Step[550] | Loss at layer 7[0.5947144031524658] | Lr[5e-05]
Step[550] | Loss at layer 8[0.576208770275116] | Lr[5e-05]
Step[550] | Loss at layer 9[0.5550516247749329] | Lr[5e-05]
Step[550] | Loss at layer 10[0.47584637999534607] | Lr[5e-05]
Step[550] | Loss at layer 11[0.532974362373352] | Lr[5e-05]
Step[550] | Loss at layer 12[0.5417839288711548] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[575] | Loss at layer 0[0.6846494674682617] | Lr[5e-05]
Step[575] | Loss at layer 1[0.6423808932304382] | Lr[5e-05]
Step[575] | Loss at layer 2[0.6705475449562073] | Lr[5e-05]
Step[575] | Loss at layer 3[0.6542162299156189] | Lr[5e-05]
Step[575] | Loss at layer 4[0.6272848844528198] | Lr[5e-05]
Step[575] | Loss at layer 5[0.6126495003700256] | Lr[5e-05]
Step[575] | Loss at layer 6[0.5816512107849121] | Lr[5e-05]
Step[575] | Loss at layer 7[0.5845859050750732] | Lr[5e-05]
Step[575] | Loss at layer 8[0.5574808120727539] | Lr[5e-05]
Step[575] | Loss at layer 9[0.5395722985267639] | Lr[5e-05]
Step[575] | Loss at layer 10[0.5592694878578186] | Lr[5e-05]
Step[575] | Loss at layer 11[0.5590686202049255] | Lr[5e-05]
Step[575] | Loss at layer 12[0.5458534955978394] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[600] | Loss at layer 0[0.6838284730911255] | Lr[5e-05]
Step[600] | Loss at layer 1[0.656205415725708] | Lr[5e-05]
Step[600] | Loss at layer 2[0.6643880605697632] | Lr[5e-05]
Step[600] | Loss at layer 3[0.6408420205116272] | Lr[5e-05]
Step[600] | Loss at layer 4[0.6270511746406555] | Lr[5e-05]
Step[600] | Loss at layer 5[0.6052302122116089] | Lr[5e-05]
Step[600] | Loss at layer 6[0.5804129838943481] | Lr[5e-05]
Step[600] | Loss at layer 7[0.6063011288642883] | Lr[5e-05]
Step[600] | Loss at layer 8[0.5873561501502991] | Lr[5e-05]
Step[600] | Loss at layer 9[0.5647574663162231] | Lr[5e-05]
Step[600] | Loss at layer 10[0.5598510503768921] | Lr[5e-05]
Step[600] | Loss at layer 11[0.5530454516410828] | Lr[5e-05]
Step[600] | Loss at layer 12[0.5623189806938171] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[625] | Loss at layer 0[0.6797197461128235] | Lr[5e-05]
Step[625] | Loss at layer 1[0.6312604546546936] | Lr[5e-05]
Step[625] | Loss at layer 2[0.6466061472892761] | Lr[5e-05]
Step[625] | Loss at layer 3[0.6359575390815735] | Lr[5e-05]
Step[625] | Loss at layer 4[0.6023091673851013] | Lr[5e-05]
Step[625] | Loss at layer 5[0.582619309425354] | Lr[5e-05]
Step[625] | Loss at layer 6[0.5692521929740906] | Lr[5e-05]
Step[625] | Loss at layer 7[0.5849477648735046] | Lr[5e-05]
Step[625] | Loss at layer 8[0.5644215941429138] | Lr[5e-05]
Step[625] | Loss at layer 9[0.5237292647361755] | Lr[5e-05]
Step[625] | Loss at layer 10[0.5886552929878235] | Lr[5e-05]
Step[625] | Loss at layer 11[0.5949087142944336] | Lr[5e-05]
Step[625] | Loss at layer 12[0.5511108636856079] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[650] | Loss at layer 0[0.6735458970069885] | Lr[5e-05]
Step[650] | Loss at layer 1[0.6320764422416687] | Lr[5e-05]
Step[650] | Loss at layer 2[0.6419289112091064] | Lr[5e-05]
Step[650] | Loss at layer 3[0.6288489103317261] | Lr[5e-05]
Step[650] | Loss at layer 4[0.6059204936027527] | Lr[5e-05]
Step[650] | Loss at layer 5[0.5774450302124023] | Lr[5e-05]
Step[650] | Loss at layer 6[0.5391223430633545] | Lr[5e-05]
Step[650] | Loss at layer 7[0.580938458442688] | Lr[5e-05]
Step[650] | Loss at layer 8[0.5811523795127869] | Lr[5e-05]
Step[650] | Loss at layer 9[0.5478153824806213] | Lr[5e-05]
Step[650] | Loss at layer 10[0.5324133038520813] | Lr[5e-05]
Step[650] | Loss at layer 11[0.5215563178062439] | Lr[5e-05]
Step[650] | Loss at layer 12[0.5492228865623474] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[675] | Loss at layer 0[0.6795573830604553] | Lr[5e-05]
Step[675] | Loss at layer 1[0.6444326043128967] | Lr[5e-05]
Step[675] | Loss at layer 2[0.6496018767356873] | Lr[5e-05]
Step[675] | Loss at layer 3[0.6335289478302002] | Lr[5e-05]
Step[675] | Loss at layer 4[0.597999632358551] | Lr[5e-05]
Step[675] | Loss at layer 5[0.5806459188461304] | Lr[5e-05]
Step[675] | Loss at layer 6[0.5446046590805054] | Lr[5e-05]
Step[675] | Loss at layer 7[0.5508966445922852] | Lr[5e-05]
Step[675] | Loss at layer 8[0.5638854503631592] | Lr[5e-05]
Step[675] | Loss at layer 9[0.5259390473365784] | Lr[5e-05]
Step[675] | Loss at layer 10[0.5209227204322815] | Lr[5e-05]
Step[675] | Loss at layer 11[0.5445360541343689] | Lr[5e-05]
Step[675] | Loss at layer 12[0.553728461265564] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[700] | Loss at layer 0[0.6733831763267517] | Lr[5e-05]
Step[700] | Loss at layer 1[0.6253951191902161] | Lr[5e-05]
Step[700] | Loss at layer 2[0.6462114453315735] | Lr[5e-05]
Step[700] | Loss at layer 3[0.6267024278640747] | Lr[5e-05]
Step[700] | Loss at layer 4[0.5860390067100525] | Lr[5e-05]
Step[700] | Loss at layer 5[0.5665423274040222] | Lr[5e-05]
Step[700] | Loss at layer 6[0.5312261581420898] | Lr[5e-05]
Step[700] | Loss at layer 7[0.5191034078598022] | Lr[5e-05]
Step[700] | Loss at layer 8[0.5531972646713257] | Lr[5e-05]
Step[700] | Loss at layer 9[0.521074116230011] | Lr[5e-05]
Step[700] | Loss at layer 10[0.44740942120552063] | Lr[5e-05]
Step[700] | Loss at layer 11[0.528554379940033] | Lr[5e-05]
Step[700] | Loss at layer 12[0.5311375856399536] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[725] | Loss at layer 0[0.671362578868866] | Lr[5e-05]
Step[725] | Loss at layer 1[0.6328780055046082] | Lr[5e-05]
Step[725] | Loss at layer 2[0.6355852484703064] | Lr[5e-05]
Step[725] | Loss at layer 3[0.6190409064292908] | Lr[5e-05]
Step[725] | Loss at layer 4[0.587966799736023] | Lr[5e-05]
Step[725] | Loss at layer 5[0.5632503628730774] | Lr[5e-05]
Step[725] | Loss at layer 6[0.523631751537323] | Lr[5e-05]
Step[725] | Loss at layer 7[0.5659987926483154] | Lr[5e-05]
Step[725] | Loss at layer 8[0.5922430753707886] | Lr[5e-05]
Step[725] | Loss at layer 9[0.5743245482444763] | Lr[5e-05]
Step[725] | Loss at layer 10[0.5505604147911072] | Lr[5e-05]
Step[725] | Loss at layer 11[0.6231774091720581] | Lr[5e-05]
Step[725] | Loss at layer 12[0.5569064617156982] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[750] | Loss at layer 0[0.67533940076828] | Lr[5e-05]
Step[750] | Loss at layer 1[0.6262894868850708] | Lr[5e-05]
