Some weights of the model checkpoint at bert-base-cased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.dense.bias']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-cased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
EPOCH 0
--------------
Step[25] | Loss at layer 0[0.6930803656578064] | Lr[5e-05]
Step[75] | Loss at layer 10[0.6815433502197266] | Lr[5e-05]
Step[75] | Loss at layer 11[0.6857413053512573] | Lr[5e-05]
Step[75] | Loss at layer 12[0.6819406747817993] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[100] | Loss at layer 0[0.6917713284492493] | Lr[5e-05]
Step[100] | Loss at layer 1[0.6913856267929077] | Lr[5e-05]
Step[100] | Loss at layer 2[0.6895813345909119] | Lr[5e-05]
Step[100] | Loss at layer 3[0.6849877834320068] | Lr[5e-05]
Step[100] | Loss at layer 4[0.684699535369873] | Lr[5e-05]
Step[100] | Loss at layer 5[0.6836728453636169] | Lr[5e-05]
Step[100] | Loss at layer 6[0.6775744557380676] | Lr[5e-05]
Step[100] | Loss at layer 7[0.6878215074539185] | Lr[5e-05]
Step[100] | Loss at layer 8[0.691585898399353] | Lr[5e-05]
Step[100] | Loss at layer 9[0.6972329020500183] | Lr[5e-05]
Step[100] | Loss at layer 10[0.6661317944526672] | Lr[5e-05]
Step[100] | Loss at layer 11[0.6604134440422058] | Lr[5e-05]
Step[100] | Loss at layer 12[0.6768354177474976] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[125] | Loss at layer 0[0.6931007504463196] | Lr[5e-05]
Step[125] | Loss at layer 1[0.6906310319900513] | Lr[5e-05]
Step[125] | Loss at layer 2[0.6916227340698242] | Lr[5e-05]
Step[125] | Loss at layer 3[0.6795744895935059] | Lr[5e-05]
Step[125] | Loss at layer 4[0.6886218190193176] | Lr[5e-05]
Step[125] | Loss at layer 5[0.6830735802650452] | Lr[5e-05]
Step[125] | Loss at layer 6[0.6782122850418091] | Lr[5e-05]
Step[125] | Loss at layer 7[0.6862605214118958] | Lr[5e-05]
Step[125] | Loss at layer 8[0.692187488079071] | Lr[5e-05]
Step[125] | Loss at layer 9[0.6943931579589844] | Lr[5e-05]
Step[125] | Loss at layer 10[0.6638976335525513] | Lr[5e-05]
Step[125] | Loss at layer 11[0.6698006391525269] | Lr[5e-05]
Step[125] | Loss at layer 12[0.6664481163024902] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[150] | Loss at layer 0[0.6927611231803894] | Lr[5e-05]
Step[150] | Loss at layer 1[0.6904327273368835] | Lr[5e-05]
Step[150] | Loss at layer 2[0.688892126083374] | Lr[5e-05]
Step[150] | Loss at layer 3[0.6815977096557617] | Lr[5e-05]
Step[150] | Loss at layer 4[0.6886476278305054] | Lr[5e-05]
Step[150] | Loss at layer 5[0.6795741319656372] | Lr[5e-05]
Step[150] | Loss at layer 6[0.6796411275863647] | Lr[5e-05]
Step[150] | Loss at layer 7[0.6844367980957031] | Lr[5e-05]
Step[150] | Loss at layer 8[0.694992184638977] | Lr[5e-05]
Step[150] | Loss at layer 9[0.6910582780838013] | Lr[5e-05]
Step[150] | Loss at layer 10[0.6649919748306274] | Lr[5e-05]
Step[150] | Loss at layer 11[0.6512672901153564] | Lr[5e-05]
Step[150] | Loss at layer 12[0.6634092330932617] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[175] | Loss at layer 0[0.6944580674171448] | Lr[5e-05]
Step[175] | Loss at layer 1[0.6917262077331543] | Lr[5e-05]
Step[175] | Loss at layer 2[0.692146897315979] | Lr[5e-05]
Step[175] | Loss at layer 3[0.6818851828575134] | Lr[5e-05]
Step[175] | Loss at layer 4[0.6864423751831055] | Lr[5e-05]
Step[175] | Loss at layer 5[0.6793963313102722] | Lr[5e-05]
Step[175] | Loss at layer 6[0.6783915758132935] | Lr[5e-05]
Step[175] | Loss at layer 7[0.6814706325531006] | Lr[5e-05]
Step[175] | Loss at layer 8[0.695909857749939] | Lr[5e-05]
Step[175] | Loss at layer 9[0.691173255443573] | Lr[5e-05]
Step[175] | Loss at layer 10[0.6519677639007568] | Lr[5e-05]
Step[175] | Loss at layer 11[0.6594825387001038] | Lr[5e-05]
Step[175] | Loss at layer 12[0.6607643961906433] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[200] | Loss at layer 0[0.6921116709709167] | Lr[5e-05]
Step[200] | Loss at layer 1[0.6904547214508057] | Lr[5e-05]
Step[200] | Loss at layer 2[0.6881887912750244] | Lr[5e-05]
Step[200] | Loss at layer 3[0.6786494851112366] | Lr[5e-05]
Step[200] | Loss at layer 4[0.6801447868347168] | Lr[5e-05]
Step[200] | Loss at layer 5[0.6741835474967957] | Lr[5e-05]
Step[200] | Loss at layer 6[0.6702895760536194] | Lr[5e-05]
Step[200] | Loss at layer 7[0.6809069514274597] | Lr[5e-05]
Step[200] | Loss at layer 8[0.6918175220489502] | Lr[5e-05]
Step[200] | Loss at layer 9[0.6850698590278625] | Lr[5e-05]
Step[200] | Loss at layer 10[0.6440391540527344] | Lr[5e-05]
Step[200] | Loss at layer 11[0.628129243850708] | Lr[5e-05]
Step[200] | Loss at layer 12[0.6526408195495605] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[225] | Loss at layer 0[0.6935614347457886] | Lr[5e-05]
Step[225] | Loss at layer 1[0.6915605664253235] | Lr[5e-05]
Step[225] | Loss at layer 2[0.6879703402519226] | Lr[5e-05]
Step[225] | Loss at layer 3[0.6785610318183899] | Lr[5e-05]
Step[225] | Loss at layer 4[0.6838715076446533] | Lr[5e-05]
Step[225] | Loss at layer 5[0.6768748164176941] | Lr[5e-05]
Step[225] | Loss at layer 6[0.6732792258262634] | Lr[5e-05]
Step[225] | Loss at layer 7[0.6730125546455383] | Lr[5e-05]
Step[225] | Loss at layer 8[0.6838556528091431] | Lr[5e-05]
Step[225] | Loss at layer 9[0.6886876821517944] | Lr[5e-05]
Step[225] | Loss at layer 10[0.642853856086731] | Lr[5e-05]
Step[225] | Loss at layer 11[0.6330694556236267] | Lr[5e-05]
Step[225] | Loss at layer 12[0.6435180306434631] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[250] | Loss at layer 0[0.6928970217704773] | Lr[5e-05]
Step[250] | Loss at layer 1[0.6896865963935852] | Lr[5e-05]
Step[250] | Loss at layer 2[0.6885716319084167] | Lr[5e-05]
Step[250] | Loss at layer 3[0.6780722141265869] | Lr[5e-05]
Step[250] | Loss at layer 4[0.679621160030365] | Lr[5e-05]
Step[250] | Loss at layer 5[0.6722140312194824] | Lr[5e-05]
Step[250] | Loss at layer 6[0.6698252558708191] | Lr[5e-05]
Step[250] | Loss at layer 7[0.6758355498313904] | Lr[5e-05]
Step[250] | Loss at layer 8[0.6807343363761902] | Lr[5e-05]
Step[250] | Loss at layer 9[0.6852976083755493] | Lr[5e-05]
Step[250] | Loss at layer 10[0.6287197470664978] | Lr[5e-05]
Step[250] | Loss at layer 11[0.6098425388336182] | Lr[5e-05]
Step[250] | Loss at layer 12[0.6399543285369873] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[275] | Loss at layer 0[0.6947067975997925] | Lr[5e-05]
Step[275] | Loss at layer 1[0.692512035369873] | Lr[5e-05]
Step[275] | Loss at layer 2[0.6889021396636963] | Lr[5e-05]
Step[275] | Loss at layer 3[0.6761783361434937] | Lr[5e-05]
Step[275] | Loss at layer 4[0.6807464957237244] | Lr[5e-05]
Step[275] | Loss at layer 5[0.6723278760910034] | Lr[5e-05]
Step[275] | Loss at layer 6[0.66649329662323] | Lr[5e-05]
Step[275] | Loss at layer 7[0.6727693676948547] | Lr[5e-05]
Step[275] | Loss at layer 8[0.6882439851760864] | Lr[5e-05]
Step[275] | Loss at layer 9[0.6780709624290466] | Lr[5e-05]
Step[275] | Loss at layer 10[0.6316298842430115] | Lr[5e-05]
Step[275] | Loss at layer 11[0.6091738939285278] | Lr[5e-05]
Step[275] | Loss at layer 12[0.6280704140663147] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[300] | Loss at layer 0[0.6947185397148132] | Lr[5e-05]
Step[300] | Loss at layer 1[0.6905070543289185] | Lr[5e-05]
Step[300] | Loss at layer 2[0.6880238056182861] | Lr[5e-05]
Step[300] | Loss at layer 3[0.6751074194908142] | Lr[5e-05]
Step[300] | Loss at layer 4[0.6764912009239197] | Lr[5e-05]
Step[300] | Loss at layer 5[0.6703921556472778] | Lr[5e-05]
Step[300] | Loss at layer 6[0.6639264822006226] | Lr[5e-05]
Step[300] | Loss at layer 7[0.6743191480636597] | Lr[5e-05]
Step[300] | Loss at layer 8[0.6819460988044739] | Lr[5e-05]
Step[300] | Loss at layer 9[0.6781585812568665] | Lr[5e-05]
Step[300] | Loss at layer 10[0.6294493675231934] | Lr[5e-05]
Step[300] | Loss at layer 11[0.6093202829360962] | Lr[5e-05]
Step[300] | Loss at layer 12[0.6289060115814209] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[325] | Loss at layer 0[0.6942470669746399] | Lr[5e-05]
Step[325] | Loss at layer 1[0.6915278434753418] | Lr[5e-05]
Step[325] | Loss at layer 2[0.6866835355758667] | Lr[5e-05]
Step[325] | Loss at layer 3[0.6738298535346985] | Lr[5e-05]
Step[325] | Loss at layer 4[0.673588216304779] | Lr[5e-05]
Step[325] | Loss at layer 5[0.6666849255561829] | Lr[5e-05]
Step[325] | Loss at layer 6[0.6645341515541077] | Lr[5e-05]
Step[325] | Loss at layer 7[0.669687032699585] | Lr[5e-05]
Step[325] | Loss at layer 8[0.678340494632721] | Lr[5e-05]
Step[325] | Loss at layer 9[0.6773164868354797] | Lr[5e-05]
Step[325] | Loss at layer 10[0.6202494502067566] | Lr[5e-05]
Step[325] | Loss at layer 11[0.5819469690322876] | Lr[5e-05]
Step[325] | Loss at layer 12[0.6220735907554626] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[350] | Loss at layer 0[0.6922727823257446] | Lr[5e-05]
Step[350] | Loss at layer 1[0.6902374625205994] | Lr[5e-05]
Step[350] | Loss at layer 2[0.6862220764160156] | Lr[5e-05]
Step[350] | Loss at layer 3[0.6710949540138245] | Lr[5e-05]
Step[350] | Loss at layer 4[0.6724551320075989] | Lr[5e-05]
Step[350] | Loss at layer 5[0.6653505563735962] | Lr[5e-05]
Step[350] | Loss at layer 6[0.6575754284858704] | Lr[5e-05]
Step[350] | Loss at layer 7[0.6692617535591125] | Lr[5e-05]
Step[350] | Loss at layer 8[0.6772003173828125] | Lr[5e-05]
Step[350] | Loss at layer 9[0.6700983047485352] | Lr[5e-05]
Step[350] | Loss at layer 10[0.6249095797538757] | Lr[5e-05]
Step[350] | Loss at layer 11[0.5845721960067749] | Lr[5e-05]
Step[350] | Loss at layer 12[0.6137039065361023] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[375] | Loss at layer 0[0.6917029619216919] | Lr[5e-05]
Step[375] | Loss at layer 1[0.6883301138877869] | Lr[5e-05]
Step[375] | Loss at layer 2[0.6817493438720703] | Lr[5e-05]
Step[375] | Loss at layer 3[0.6661178469657898] | Lr[5e-05]
Step[375] | Loss at layer 4[0.6668632626533508] | Lr[5e-05]
Step[375] | Loss at layer 5[0.6616541147232056] | Lr[5e-05]
Step[375] | Loss at layer 6[0.6574224829673767] | Lr[5e-05]
Step[375] | Loss at layer 7[0.6610998511314392] | Lr[5e-05]
Step[375] | Loss at layer 8[0.6729608178138733] | Lr[5e-05]
Step[375] | Loss at layer 9[0.6671682596206665] | Lr[5e-05]
Step[375] | Loss at layer 10[0.6197773814201355] | Lr[5e-05]
Step[375] | Loss at layer 11[0.5795648097991943] | Lr[5e-05]
Step[375] | Loss at layer 12[0.6099622845649719] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[400] | Loss at layer 0[0.6961209177970886] | Lr[5e-05]
Step[400] | Loss at layer 1[0.6916822195053101] | Lr[5e-05]
Step[400] | Loss at layer 2[0.6874537467956543] | Lr[5e-05]
Step[400] | Loss at layer 3[0.6681353449821472] | Lr[5e-05]
Step[400] | Loss at layer 4[0.6662319302558899] | Lr[5e-05]
Step[400] | Loss at layer 5[0.6601837873458862] | Lr[5e-05]
Step[400] | Loss at layer 6[0.6586444973945618] | Lr[5e-05]
Step[400] | Loss at layer 7[0.6625920534133911] | Lr[5e-05]
Step[400] | Loss at layer 8[0.6757947206497192] | Lr[5e-05]
Step[400] | Loss at layer 9[0.6650055646896362] | Lr[5e-05]
Step[400] | Loss at layer 10[0.6001834869384766] | Lr[5e-05]
Step[400] | Loss at layer 11[0.5768072009086609] | Lr[5e-05]
Step[400] | Loss at layer 12[0.6064785122871399] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[425] | Loss at layer 0[0.6933969855308533] | Lr[5e-05]
Step[425] | Loss at layer 1[0.6889404654502869] | Lr[5e-05]
Step[425] | Loss at layer 2[0.6852492094039917] | Lr[5e-05]
Step[425] | Loss at layer 3[0.6666549444198608] | Lr[5e-05]
Step[425] | Loss at layer 4[0.6658440828323364] | Lr[5e-05]
Step[425] | Loss at layer 5[0.6536852717399597] | Lr[5e-05]
Step[425] | Loss at layer 6[0.6525269746780396] | Lr[5e-05]
Step[425] | Loss at layer 7[0.6587141752243042] | Lr[5e-05]
Step[425] | Loss at layer 8[0.6708072423934937] | Lr[5e-05]
Step[425] | Loss at layer 9[0.6589182019233704] | Lr[5e-05]
Step[425] | Loss at layer 10[0.5982223153114319] | Lr[5e-05]
Step[425] | Loss at layer 11[0.5584784150123596] | Lr[5e-05]
Step[425] | Loss at layer 12[0.602446973323822] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[450] | Loss at layer 0[0.6923059225082397] | Lr[5e-05]
Step[450] | Loss at layer 1[0.6883937120437622] | Lr[5e-05]
Step[450] | Loss at layer 2[0.6855143308639526] | Lr[5e-05]
Step[450] | Loss at layer 3[0.6648672819137573] | Lr[5e-05]
Step[450] | Loss at layer 4[0.6588853597640991] | Lr[5e-05]
Step[450] | Loss at layer 5[0.6553348898887634] | Lr[5e-05]
Step[450] | Loss at layer 6[0.6519458889961243] | Lr[5e-05]
Step[450] | Loss at layer 7[0.658843994140625] | Lr[5e-05]
Step[450] | Loss at layer 8[0.6700506210327148] | Lr[5e-05]
Step[450] | Loss at layer 9[0.6637997031211853] | Lr[5e-05]
Step[450] | Loss at layer 10[0.5948131680488586] | Lr[5e-05]
Step[450] | Loss at layer 11[0.5531054735183716] | Lr[5e-05]
Step[450] | Loss at layer 12[0.5938565135002136] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[475] | Loss at layer 0[0.6939594745635986] | Lr[5e-05]
Step[475] | Loss at layer 1[0.6905712485313416] | Lr[5e-05]
Step[475] | Loss at layer 2[0.6842055320739746] | Lr[5e-05]
Step[475] | Loss at layer 3[0.6628193259239197] | Lr[5e-05]
Step[475] | Loss at layer 4[0.6614494323730469] | Lr[5e-05]
Step[475] | Loss at layer 5[0.6586517691612244] | Lr[5e-05]
Step[475] | Loss at layer 6[0.6639353036880493] | Lr[5e-05]
Step[475] | Loss at layer 7[0.660614550113678] | Lr[5e-05]
Step[475] | Loss at layer 8[0.6814791560173035] | Lr[5e-05]
Step[475] | Loss at layer 9[0.6629534959793091] | Lr[5e-05]
Step[475] | Loss at layer 10[0.6054800152778625] | Lr[5e-05]
Step[475] | Loss at layer 11[0.5643572211265564] | Lr[5e-05]
Step[475] | Loss at layer 12[0.5956618785858154] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[500] | Loss at layer 0[0.6941189169883728] | Lr[5e-05]
Step[500] | Loss at layer 1[0.6896798014640808] | Lr[5e-05]
Step[500] | Loss at layer 2[0.6854472160339355] | Lr[5e-05]
Step[500] | Loss at layer 3[0.6676707863807678] | Lr[5e-05]
Step[500] | Loss at layer 4[0.6639264822006226] | Lr[5e-05]
Step[500] | Loss at layer 5[0.6599353551864624] | Lr[5e-05]
Step[500] | Loss at layer 6[0.657397449016571] | Lr[5e-05]
Step[500] | Loss at layer 7[0.6594375967979431] | Lr[5e-05]
Step[500] | Loss at layer 8[0.6663060784339905] | Lr[5e-05]
Step[500] | Loss at layer 9[0.659126877784729] | Lr[5e-05]
Step[500] | Loss at layer 10[0.5895984768867493] | Lr[5e-05]
Step[500] | Loss at layer 11[0.5573629140853882] | Lr[5e-05]
Step[500] | Loss at layer 12[0.5865865349769592] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[525] | Loss at layer 0[0.6945469379425049] | Lr[5e-05]
Step[525] | Loss at layer 1[0.6899428963661194] | Lr[5e-05]
Step[525] | Loss at layer 2[0.6845546364784241] | Lr[5e-05]
Step[525] | Loss at layer 3[0.6688725352287292] | Lr[5e-05]
Step[525] | Loss at layer 4[0.6625702381134033] | Lr[5e-05]
Step[525] | Loss at layer 5[0.6522865295410156] | Lr[5e-05]
Step[525] | Loss at layer 6[0.6494560241699219] | Lr[5e-05]
Step[525] | Loss at layer 7[0.6536462903022766] | Lr[5e-05]
Step[525] | Loss at layer 8[0.6677603125572205] | Lr[5e-05]
Step[525] | Loss at layer 9[0.6588323712348938] | Lr[5e-05]
Step[525] | Loss at layer 10[0.5862517952919006] | Lr[5e-05]
Step[525] | Loss at layer 11[0.5467379093170166] | Lr[5e-05]
Step[525] | Loss at layer 12[0.5863122344017029] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[550] | Loss at layer 0[0.6935457587242126] | Lr[5e-05]
Step[550] | Loss at layer 1[0.6890088319778442] | Lr[5e-05]
Step[550] | Loss at layer 2[0.6819506883621216] | Lr[5e-05]
Step[550] | Loss at layer 3[0.6635667085647583] | Lr[5e-05]
Step[550] | Loss at layer 4[0.6586549282073975] | Lr[5e-05]
Step[550] | Loss at layer 5[0.6494268178939819] | Lr[5e-05]
Step[550] | Loss at layer 6[0.6487745046615601] | Lr[5e-05]
Step[550] | Loss at layer 7[0.6463015675544739] | Lr[5e-05]
Step[550] | Loss at layer 8[0.6621113419532776] | Lr[5e-05]
Step[550] | Loss at layer 9[0.6501732468605042] | Lr[5e-05]
Step[550] | Loss at layer 10[0.5867679119110107] | Lr[5e-05]
Step[550] | Loss at layer 11[0.5419749021530151] | Lr[5e-05]
Step[550] | Loss at layer 12[0.583141028881073] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[575] | Loss at layer 0[0.693740963935852] | Lr[5e-05]
Step[575] | Loss at layer 1[0.6895128488540649] | Lr[5e-05]
Step[575] | Loss at layer 2[0.6823112964630127] | Lr[5e-05]
Step[575] | Loss at layer 3[0.6585517525672913] | Lr[5e-05]
Step[575] | Loss at layer 4[0.6562573909759521] | Lr[5e-05]
Step[575] | Loss at layer 5[0.6470593214035034] | Lr[5e-05]
Step[575] | Loss at layer 6[0.6468481421470642] | Lr[5e-05]
Step[575] | Loss at layer 7[0.6525596976280212] | Lr[5e-05]
Step[575] | Loss at layer 8[0.6666756272315979] | Lr[5e-05]
Step[575] | Loss at layer 9[0.656210720539093] | Lr[5e-05]
Step[575] | Loss at layer 10[0.5833426713943481] | Lr[5e-05]
Step[575] | Loss at layer 11[0.5364803671836853] | Lr[5e-05]
Step[575] | Loss at layer 12[0.5725196599960327] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[600] | Loss at layer 0[0.6930297613143921] | Lr[5e-05]
Step[600] | Loss at layer 1[0.6902914047241211] | Lr[5e-05]
Step[600] | Loss at layer 2[0.682804524898529] | Lr[5e-05]
Step[600] | Loss at layer 3[0.661666750907898] | Lr[5e-05]
Step[600] | Loss at layer 4[0.6536669731140137] | Lr[5e-05]
Step[600] | Loss at layer 5[0.6484354138374329] | Lr[5e-05]
Step[600] | Loss at layer 6[0.6508075594902039] | Lr[5e-05]
Step[600] | Loss at layer 7[0.6505115628242493] | Lr[5e-05]
Step[600] | Loss at layer 8[0.6601382493972778] | Lr[5e-05]
Step[600] | Loss at layer 9[0.6481660604476929] | Lr[5e-05]
Step[600] | Loss at layer 10[0.572001576423645] | Lr[5e-05]
Step[600] | Loss at layer 11[0.5214049220085144] | Lr[5e-05]
Step[600] | Loss at layer 12[0.563345730304718] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[625] | Loss at layer 0[0.6931777596473694] | Lr[5e-05]
Step[625] | Loss at layer 1[0.6878602504730225] | Lr[5e-05]
Step[625] | Loss at layer 2[0.6814659833908081] | Lr[5e-05]
Step[625] | Loss at layer 3[0.6604171395301819] | Lr[5e-05]
Step[625] | Loss at layer 4[0.6539639234542847] | Lr[5e-05]
Step[625] | Loss at layer 5[0.6497396230697632] | Lr[5e-05]
Step[625] | Loss at layer 6[0.6508020758628845] | Lr[5e-05]
Step[625] | Loss at layer 7[0.6516693234443665] | Lr[5e-05]
Step[625] | Loss at layer 8[0.6676065921783447] | Lr[5e-05]
Step[625] | Loss at layer 9[0.6578884720802307] | Lr[5e-05]
Step[625] | Loss at layer 10[0.5841586589813232] | Lr[5e-05]
Step[625] | Loss at layer 11[0.5321553349494934] | Lr[5e-05]
Step[625] | Loss at layer 12[0.5607392191886902] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[650] | Loss at layer 0[0.694688618183136] | Lr[5e-05]
Step[650] | Loss at layer 1[0.690037190914154] | Lr[5e-05]
Step[650] | Loss at layer 2[0.6828580498695374] | Lr[5e-05]
Step[650] | Loss at layer 3[0.6636093258857727] | Lr[5e-05]
Step[650] | Loss at layer 4[0.6573938727378845] | Lr[5e-05]
Step[650] | Loss at layer 5[0.6525833010673523] | Lr[5e-05]
Step[650] | Loss at layer 6[0.645334780216217] | Lr[5e-05]
Step[650] | Loss at layer 7[0.6510694026947021] | Lr[5e-05]
Step[650] | Loss at layer 8[0.6605384945869446] | Lr[5e-05]
Step[650] | Loss at layer 9[0.647327721118927] | Lr[5e-05]
Step[650] | Loss at layer 10[0.5694578886032104] | Lr[5e-05]
Step[650] | Loss at layer 11[0.5239962339401245] | Lr[5e-05]
Step[650] | Loss at layer 12[0.5646832585334778] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[675] | Loss at layer 0[0.6930187940597534] | Lr[5e-05]
Step[675] | Loss at layer 1[0.6873604655265808] | Lr[5e-05]
Step[675] | Loss at layer 2[0.6798416972160339] | Lr[5e-05]
Step[675] | Loss at layer 3[0.6558878421783447] | Lr[5e-05]
Step[675] | Loss at layer 4[0.6504985094070435] | Lr[5e-05]
Step[675] | Loss at layer 5[0.6451106667518616] | Lr[5e-05]
Step[675] | Loss at layer 6[0.6427440643310547] | Lr[5e-05]
Step[675] | Loss at layer 7[0.647744357585907] | Lr[5e-05]
Step[675] | Loss at layer 8[0.6588565111160278] | Lr[5e-05]
Step[675] | Loss at layer 9[0.6416027545928955] | Lr[5e-05]
Step[675] | Loss at layer 10[0.5612747073173523] | Lr[5e-05]
Step[675] | Loss at layer 11[0.5119064450263977] | Lr[5e-05]
Step[675] | Loss at layer 12[0.5460268259048462] | Lr[5e-05]
-------------------------------------------------------------------------------------------------
Step[700] | Loss at layer 0[0.6947641372680664] | Lr[5e-05]
Step[700] | Loss at layer 1[0.6905164122581482] | Lr[5e-05]
Step[700] | Loss at layer 2[0.6831567287445068] | Lr[5e-05]
Step[700] | Loss at layer 3[0.6597686409950256] | Lr[5e-05]
Step[700] | Loss at layer 4[0.6482193470001221] | Lr[5e-05]
Step[700] | Loss at layer 5[0.6402127146720886] | Lr[5e-05]
Step[700] | Loss at layer 6[0.6404914855957031] | Lr[5e-05]
Step[700] | Loss at layer 7[0.647807240486145] | Lr[5e-05]
Step[700] | Loss at layer 8[0.6628224849700928] | Lr[5e-05]
Step[700] | Loss at layer 9[0.6447435021400452] | Lr[5e-05]
